SEGMENT,EXC_ABB,FDC_CODE,FDP_CODE,FDP_TYPE,OLT_CODE,RADIAL_DIST_METER,LONG,LAT
MSC,CBJ2,C023,25.000000000000000,PEDESTAL DP,G06,4048.000000000000000,101.609086988583000,2.936619414614410
MSC,CBJ2,C023,33.000000000000000,PEDESTAL DP,G06,4170.000000000000000,101.608321686517000,2.937451568608040
MSC,CBJ2,C023,35.000000000000000,PEDESTAL DP,G06,4057.000000000000000,101.609469303306000,2.937495011361670
MSC,CBJ2,C023,20.000000000000000,PEDESTAL DP,G06,3977.000000000000000,101.609458207345000,2.935972979887890
MSC,CBJ2,C023,31.000000000000000,PEDESTAL DP,G06,4046.000000000000000,101.609393637028010,2.937179629806640
MSC,CBJ2,C023,6.000000000000000,PEDESTAL DP,G06,3791.000000000000000,101.611746503719000,2.936667918266420
MSC,CBJ2,C023,14.000000000000000,PEDESTAL DP,G06,3823.000000000000000,101.611906050073000,2.937551761557490
MSC,CBJ2,C023,19.000000000000000,PEDESTAL DP,G06,4006.000000000000000,101.609248499110000,2.935972721283670
MSC,CBJ2,C023,17.000000000000000,PEDESTAL DP,G06,4059.000000000000000,101.608640036721000,2.935971235985400
MSC,CBJ2,C023,36.000000000000000,PEDESTAL DP,G06,3925.000000000000000,101.609971983267000,2.935967134587350
MSC,CBJ2,C023,18.000000000000000,PEDESTAL DP,G06,4030.000000000000000,101.609025188773000,2.935973424196720
MSC,CBJ2,C023,27.000000000000000,PEDESTAL DP,G06,4170.000000000000000,101.608175875165000,2.937138538846470
MSC,CBJ2,C023,28.000000000000000,PEDESTAL DP,G06,4140.000000000000000,101.608419521556000,2.937149560833440
MSC,CBJ2,C023,30.000000000000000,PEDESTAL DP,G06,4076.000000000000000,101.609149643284990,2.937182226508750
MSC,CBJ2,C023,5.000000000000000,PEDESTAL DP,G06,3760.000000000000000,101.612067765505000,2.936674796724770
MSC,CBJ2,C023,34.000000000000000,PEDESTAL DP,G06,4115.000000000000000,101.608869230439000,2.937475251746120
MSC,CBJ2,C023,22.000000000000000,PEDESTAL DP,G06,4143.000000000000000,101.608181602189010,2.936592814134740
MSC,CBJ2,C023,29.000000000000000,PEDESTAL DP,G06,4110.000000000000000,101.608785059919000,2.937165555783080
MSC,CBJ2,C023,32.000000000000000,PEDESTAL DP,G06,4015.000000000000000,101.609758902132000,2.937200877890810
MSC,CBJ2,C023,2.000000000000000,PEDESTAL DP,G06,3782.000000000000000,101.611531060111010,2.936088329044740
MSC,CBJ2,C023,4.000000000000000,PEDESTAL DP,G06,3841.000000000000000,101.610933603065010,2.936077051016630
MSC,CBJ2,C023,8.000000000000000,PEDESTAL DP,G06,3856.000000000000000,101.611079706740990,2.936664257496060
MSC,CBJ2,C023,11.000000000000000,PEDESTAL DP,G06,3838.000000000000000,101.611573399071010,2.937235934226170
MSC,CBJ2,C024,11.000000000000000,POLE-MOUNTED DP,,5792.880000000000100,101.599644929807000,2.951276824776580
MSC,CBJ2,C024,10.000000000000000,POLE-MOUNTED DP,,5784.449999999999800,101.599369373708000,2.950763544923790
MSC,CBJ2,C024,9.000000000000000,POLE-MOUNTED DP,,5831.890000000000300,101.598531370305000,2.950310242467770
MSC,CBJ2,C024,8.000000000000000,POLE-MOUNTED DP,,5848.569999999999700,101.598247790341010,2.950161365384690
MSC,CBJ2,C024,7.000000000000000,POLE-MOUNTED DP,,5881.020000000000400,101.597847882216000,2.950091423930860
MSC,CBJ2,C024,12.000000000000000,POLE-MOUNTED DP,,5820.510000000000200,101.599689658543990,2.951758858311870
MSC,CBJ2,C024,5.000000000000000,POLE-MOUNTED DP,,5841.159999999999900,101.599105050152000,2.951272603675080
MSC,CBJ2,C024,4.000000000000000,POLE-MOUNTED DP,,5889.899999999999600,101.598187515159000,2.950732463414800
MSC,CBJ2,C024,3.000000000000000,,,,,
,POLE-MOUNTED DP,,5909.050000000000200,400327.37368,326583.75294,,,
MSC,CBJ2,C024,2.000000000000000,POLE-MOUNTED DP,,5952.170000000000100,101.597859375254000,2.951243713447530
MSC,CBJ2,C024,1.000000000000000,POLE-MOUNTED DP,,6005.529999999999700,101.597876481287000,2.952100953246320
MSC,CBJ2,C024,6.000000000000000,POLE-MOUNTED DP,,5872.300000000000200,101.599183858097010,2.951859045756610
MSC,CBJ2,C026,13.000000000000000,POLE-MOUNTED DP,G04,1451.000000000000000,101.629531849497990,2.915516507697440
MSC,CBJ2,C026,29.000000000000000,POLE-MOUNTED DP,G04,1563.000000000000000,101.628682860642000,2.914997563107240
MSC,CBJ2,C026,2.000000000000000,POLE-MOUNTED DP,G04,1436.000000000000000,101.630680180223000,2.913518682636210
MSC,CBJ2,C026,24.000000000000000,POLE-MOUNTED DP,G04,1432.000000000000000,101.630091112446000,2.914665366407060
MSC,CBJ2,C026,22.000000000000000,POLE-MOUNTED DP,G04,1454.000000000000000,101.630114632068000,2.914165262022040
MSC,CBJ2,C026,4.000000000000000,POLE-MOUNTED DP,G04,1410.000000000000000,101.630648757137000,2.914012116607260
MSC,CBJ2,C026,3.000000000000000,POLE-MOUNTED DP,G04,1422.000000000000000,101.630659452446000,2.913782431995650
MSC,CBJ2,C026,26.000000000000000,POLE-MOUNTED DP,G04,1468.000000000000000,101.629586777843000,2.914991686735080
MSC,CBJ2,C026,25.000000000000000,POLE-MOUNTED DP,G04,1437.000000000000000,101.629942351076000,2.914991165418530
MSC,CBJ2,C026,19.000000000000000,POLE-MOUNTED DP,G04,1533.000000000000000,101.629391623203010,2.914020931349520
MSC,CBJ2,C026,11.000000000000000,POLE-MOUNTED DP,G04,1400.000000000000000,101.630023164497000,2.915509341481050
MSC,CBJ2,C026,17.000000000000000,POLE-MOUNTED DP,G04,1542.000000000000000,101.628657780772000,2.915527692037390
MSC,CBJ2,C026,12.000000000000000,EXTERNAL DP,G04,1431.000000000000000,101.629722585226010,2.915520368194340
MSC,CBJ2,C026,8.000000000000000,POLE-MOUNTED DP,G04,1365.000000000000000,101.630584744892000,2.915020414617860
MSC,CBJ2,C026,28.000000000000000,POLE-MOUNTED DP,G04,1518.000000000000000,101.629095080132000,2.914993452977400
MSC,CBJ2,C026,10.000000000000000,POLE-MOUNTED DP,G04,1377.000000000000000,101.630241515249000,2.915510397217500
MSC,CBJ2,C026,41.000000000000000,POLE-MOUNTED DP,G04,1587.000000000000000,101.628552106276000,2.914674155496770
MSC,CBJ2,C026,39.000000000000000,POLE-MOUNTED DP,G04,1609.000000000000000,101.628556280276000,2.914185281737280
MSC,CBJ2,C026,35.000000000000000,POLE-MOUNTED DP,G04,1656.000000000000000,101.628542423738000,2.913254040476430
MSC,CBJ2,C026,32.000000000000000,POLE-MOUNTED DP,G04,1540.000000000000000,101.629595513042010,2.913497654561730
MSC,CBJ2,C026,9.000000000000000,POLE-MOUNTED DP,G04,1350.000000000000000,101.630565060200990,2.915404547275270
MSC,CBJ2,C026,1.000000000000000,POLE-MOUNTED DP,G04,1445.000000000000000,101.630690706564000,2.913356949439130
MSC,CBJ2,C026,20.000000000000000,POLE-MOUNTED DP,G04,1516.000000000000000,101.629556302900990,2.914031963624840
MSC,CBJ2,C026,30.000000000000000,POLE-MOUNTED DP,G04,1493.000000000000000,101.630070378569000,2.913521950907340
MSC,CBJ2,C026,15.000000000000000,POLE-MOUNTED DP,G04,1499.000000000000000,101.629067450609000,2.915527387601730
MSC,CBJ2,C026,38.000000000000000,POLE-MOUNTED DP,G04,2648.000000000000000,101.628557951288000,2.913991414313630
MSC,CBJ2,C026,37.000000000000000,POLE-MOUNTED DP,G04,1633.000000000000000,101.628549002868000,2.913693206168570
MSC,CBJ2,C026,34.000000000000000,POLE-MOUNTED DP,G04,1583.000000000000000,101.629173022275000,2.913467520246750
MSC,CBJ2,C026,23.000000000000000,POLE-MOUNTED DP,G04,1443.000000000000000,101.630109522724990,2.914390872482510
MSC,CBJ2,C026,6.000000000000000,POLE-MOUNTED DP,G04,1386.000000000000000,101.630622979892000,2.914500902376970
MSC,CBJ2,C026,16.000000000000000,POLE-MOUNTED DP,G04,1525.000000000000000,101.628822137462000,2.915528943342330
MSC,CBJ2,C026,40.000000000000000,POLE-MOUNTED DP,G04,1599.000000000000000,101.628549824811000,2.914403712940500
MSC,CBJ2,C026,27.000000000000000,POLE-MOUNTED DP,G04,1490.000000000000000,101.629366932889990,2.914989266243160
MSC,CBJ2,C026,5.000000000000000,POLE-MOUNTED DP,G04,1397.000000000000000,101.630636256524990,2.914286552468460
MSC,CBJ2,C026,33.000000000000000,POLE-MOUNTED DP,G04,1564.000000000000000,101.629364163018000,2.913480628517440
MSC,CBJ2,C026,36.000000000000000,POLE-MOUNTED DP,G04,1644.000000000000000,101.628547838084000,2.913475597635900
MSC,CBJ2,C026,14.000000000000000,POLE-MOUNTED DP,G04,1474.000000000000000,101.629312744679000,2.915524389333200
MSC,CBJ2,C026,21.000000000000000,EXTERNAL DP,G04,1466.000000000000000,101.630132646150000,2.913906213221180
MSC,CBJ2,C026,31.000000000000000,POLE-MOUNTED DP,G04,1514.000000000000000,101.629854526793000,2.913508353619020
MSC,CBJ2,C026,7.000000000000000,POLE-MOUNTED DP,G04,1376.000000000000000,101.630605780619010,2.914750086906490
MSC,CBJ2,C026,18.000000000000000,POLE-MOUNTED DP,G04,1555.000000000000000,101.629175446939000,2.914007595346990
MSC,KLIA,C002,1.000000000000000,INTERNAL DP,G04,1291.000000000000000,101.732400614998990,2.759205347249250
MSC,KLIA,C002,4.000000000000000,INTERNAL DP,G04,1314.000000000000000,101.731723849887000,2.759636921780360
MSC,KLIA,C002,2.000000000000000,INTERNAL DP,G04,1298.000000000000000,101.732366037621010,2.759712003871020
MSC,KLIA,C002,3.000000000000000,INTERNAL DP,G04,1307.000000000000000,101.731774796607990,2.759121394580800
MSC,KLIA,C002,5.000000000000000,INTERNAL DP,G04,1452.000000000000000,101.738308739717990,2.751825799912750
MSC,KLIA,C003,8.000000000000000,INTERNAL DP,G01,2854.000000000000000,101.717703688421000,2.725290512104780
MSC,KLIA,C003,4.000000000000000,INTERNAL DP,G01,2057.000000000000000,101.713894218131000,2.735351392696310
MSC,KLIA,C003,3.000000000000000,INTERNAL DP,G01,2224.000000000000000,101.714047553622000,2.733354376111430
MSC,KLIA,C003,1.000000000000000,INTERNAL DP,G01,2068.000000000000000,101.712464156623000,2.736476369653550
MSC,KLIA,C003,6.000000000000000,INTERNAL DP,G01,1983.000000000000000,101.715242053165990,2.735179729046700
MSC,KLIA,C003,24.000000000000000,INTERNAL DP,G01,2014.000000000000000,101.712649266574000,2.736467982383840
MSC,KLIA,C003,5.000000000000000,INTERNAL DP,G01,2086.000000000000000,101.714887578928990,2.734167210093040
MSC,KLIA,C003,7.000000000000000,INTERNAL DP,G01,1964.000000000000000,101.714770804145000,2.735723108223010
MSC,KLIA,C003,2.000000000000000,INTERNAL DP,G01,2160.000000000000000,101.712866512704000,2.735026285682090
MSC,KLIA,C004,3.000000000000000,INTERNAL DP,G01,3984.000000000000000,101.693786794256990,2.766944949290940
MSC,KLIA,C004,4.000000000000000,POLE-MOUNTED DP,G01,3744.000000000000000,101.697774622927000,2.769325800197810
MSC,KLIA,C004,1.000000000000000,INTERNAL DP,G01,3452.000000000000000,101.699021413904010,2.766427193924250
MSC,KLIA,C004,9.000000000000000,POLE-MOUNTED DP,G01,3696.000000000000000,101.697475791540000,2.768047009639200
MSC,KLIA,C004,11.000000000000000,POLE-MOUNTED DP,G01,3821.000000000000000,101.696689403792010,2.768866665291750
MSC,KLIA,C004,10.000000000000000,POLE-MOUNTED DP,G01,3710.000000000000000,101.697291702700990,2.768251588395870
MSC,KLIA,C004,2.000000000000000,INTERNAL DP,G01,3473.000000000000000,101.698609139244990,2.766070412523300
MSC,KLIA,C004,5.000000000000000,POLE-MOUNTED DP,G01,3702.000000000000000,101.698037685565000,2.768552391030770
MSC,KLIA,C004,12.000000000000000,POLE-MOUNTED DP,G01,3809.000000000000000,101.696881983221000,2.768653695974950
MSC,KLIA,C004,8.000000000000000,POLE-MOUNTED DP,G01,3752.000000000000000,101.697564265038000,2.769072204511470
MSC,KLIA,C004,6.000000000000000,POLE-MOUNTED DP,G01,3712.000000000000000,101.697859614321000,2.768740353174960
MSC,KLIA,C004,7.000000000000000,POLE-MOUNTED DP,G01,3781.000000000000000,101.697335023449990,2.769311993455210
MSC,PUJ1,C002,19.000000000000000,PEDESTAL DP,,1243.619999999999900,101.704281974059000,2.930367158019960
MSC,PUJ1,C002,20.000000000000000,PEDESTAL DP,,1196.859999999999900,101.704620052819000,2.930620433192100
MSC,PUJ1,C002,21.000000000000000,PEDESTAL DP,,1169.680000000000100,101.704843645970000,2.930736377320870
MSC,PUJ1,C002,22.000000000000000,PEDESTAL DP,,1166.780000000000000,101.704888156486010,2.930724939047730
MSC,PUJ1,C002,23.000000000000000,PEDESTAL DP,,1230.150000000000100,101.704116054531990,2.930760648081450
MSC,PUJ1,C002,24.000000000000000,PEDESTAL DP,,1012.860000000000000,101.706736181369000,2.930827360956030
MSC,PUJ1,C002,25.000000000000000,PEDESTAL DP,,1011.230000000000000,101.706713129817000,2.930867704907480
MSC,PUJ1,C002,26.000000000000000,PEDESTAL DP,,993.419999999999960,101.706839174566000,2.930970436063300
MSC,PUJ1,C002,27.000000000000000,PEDESTAL DP,,991.240000000000010,101.706818983115000,2.931015115019350
MSC,PUJ1,C002,28.000000000000000,PEDESTAL DP,,1068.809999999999900,101.706174051906000,2.930658687373310
MSC,PUJ1,C002,29.000000000000000,PEDESTAL DP,,1067.010000000000000,101.706153867005000,2.930700480769870
MSC,PUJ1,C002,30.000000000000000,PEDESTAL DP,,1054.559999999999900,101.706347654363000,2.930672077442410
MSC,PUJ1,C002,31.000000000000000,PEDESTAL DP,,1052.579999999999900,101.706327466184010,2.930715313612920
MSC,PUJ1,C002,32.000000000000000,PEDESTAL DP,,1114.339999999999900,101.705795684900000,2.930452930232740
MSC,PUJ1,C002,33.000000000000000,PEDESTAL DP,,1112.829999999999900,101.705774068301000,2.930493277499420
MSC,PUJ1,C002,34.000000000000000,PEDESTAL DP,,1000.030000000000000,101.706130315775000,2.931590618553710
MSC,PUJ1,C002,35.000000000000000,PEDESTAL DP,,1061.470000000000000,101.705707812434000,2.931231824014430
MSC,PUJ1,C002,36.000000000000000,PEDESTAL DP,,1056.839999999999900,101.705752267125010,2.931244912760000
MSC,PUJ1,C002,37.000000000000000,PEDESTAL DP,,1098.430000000000100,101.705189579090000,2.931321509091450
MSC,PUJ1,C002,38.000000000000000,PEDESTAL DP,,1094.490000000000000,101.705236936585000,2.931320176882360
MSC,PUJ1,C002,39.000000000000000,PEDESTAL DP,,1172.849999999999900,101.704229241611000,2.931467872300030
MSC,PUJ1,C002,40.000000000000000,PEDESTAL DP,,1071.650000000000100,101.705098025365000,2.931826266807290
MSC,PUJ1,C002,41.000000000000000,PEDESTAL DP,,1069.280000000000000,101.705141123965010,2.931804725804700
MSC,PUJ1,C002,42.000000000000000,PEDESTAL DP,,1196.859999999999900,101.703905099333990,2.931553320920130
MSC,PUJ1,C002,43.000000000000000,PEDESTAL DP,,1261.770000000000000,101.703308151611000,2.931393581587680
MSC,PUJ1,C002,44.000000000000000,PEDESTAL DP,,1076.700000000000000,101.704801657571000,2.932160298696390
MSC,PUJ1,C002,45.000000000000000,PEDESTAL DP,,1230.240000000000000,101.703242107372010,2.932038347670790
MSC,PUJ1,C002,46.000000000000000,PEDESTAL DP,,1225.089999999999900,101.703286555461010,2.932054322072840
MSC,PUJ1,C002,47.000000000000000,INTERNAL DP,,711.039999999999960,101.709195136713010,2.932356666984510
MSC,PUJ1,C002,48.000000000000000,PEDESTAL DP,,1147.400000000000100,101.703492120601000,2.933154197241270
MSC,PUJ1,C002,49.000000000000000,PEDESTAL DP,,1142.730000000000000,101.703540919733000,2.933149982960280
MSC,PUJ1,C002,50.000000000000000,PEDESTAL DP,,987.880000000000000,101.705518304995000,2.932531322722300
MSC,PUJ1,C002,51.000000000000000,PEDESTAL DP,,984.500000000000000,101.705565692129990,2.932517005595410
MSC,PUJ1,C002,52.000000000000000,PEDESTAL DP,,1995.720000000000000,101.696434407012010,2.930217504536520
MSC,PUJ1,C002,53.000000000000000,PEDESTAL DP,,1329.359999999999900,101.703565276171010,2.930019217976300
MSC,PUJ1,C002,54.000000000000000,PEDESTAL DP,,1207.490000000000000,101.705341018768000,2.929724710216340
MSC,PUJ1,C002,55.000000000000000,PEDESTAL DP,,1302.339999999999900,101.704456389499000,2.929393692247690
MSC,PUJ1,C002,56.000000000000000,PEDESTAL DP,,1193.819999999999900,101.704665998305000,2.930608998280150
MSC,PUJ1,C002,57.000000000000000,PEDESTAL DP,,608.809999999999950,101.708607096824000,2.934115484679140
MSC,PUJ1,C002,58.000000000000000,PEDESTAL DP,,404.029999999999970,101.709156456215000,2.937376001536100
MSC,PUJ1,C002,59.000000000000000,PEDESTAL DP,,360.569999999999990,101.709537164990000,2.937815494048790
MSC,PUJ1,C002,1.000000000000000,PEDESTAL DP,,1696.760000000000000,101.699027004002010,2.931025759674650
MSC,PUJ1,C002,2.000000000000000,PEDESTAL DP,,1691.940000000000100,101.699074354836000,2.931027313311680
MSC,PUJ1,C002,3.000000000000000,PEDESTAL DP,,1772.099999999999900,101.698617482722000,2.930325055857020
MSC,PUJ1,C002,4.000000000000000,PEDESTAL DP,,1611.200000000000000,101.699924754682000,2.930951394190980
MSC,PUJ1,C002,5.000000000000000,PEDESTAL DP,,1606.460000000000000,101.699972105521990,2.930952947781310
MSC,PUJ1,C002,6.000000000000000,PEDESTAL DP,,1722.250000000000000,101.699870933536000,2.929069891880200
MSC,PUJ1,C002,7.000000000000000,PEDESTAL DP,,1313.720000000000000,101.703567643023010,2.930239968033860
